DEPP;CODCOMP;COMP;DEP;CODCOM;COM;PMUN;PCAP;PTOT
55;123;Les Hauts-de-Chée;55;231;Hargeville-sur-Chée;128;2;130
55;551;Vigneulles-lès-Hattonchâtel;55;233;Hattonchâtel;80;2;82
55;551;Vigneulles-lès-Hattonchâtel;55;234;Hattonville;186;4;190
55;500;Spincourt;55;235;Haucourt-la-Rigole;64;0;64
55;267;Lachaussée;55;238;Haumont-lès-Lachaussée;78;1;79
55;002;Abaucourt-Hautecourt;55;240;Hautecourt-lès-Broville;31;2;33
55;500;Spincourt;55;249;Houdelaucourt-sur-Othain;56;0;56
55;117;Clermont-en-Argonne;55;259;Jubécourt;70;0;70
55;386;Nonsard-Lamarche;55;273;Lamarche-en-Woëvre;25;0;25
55;274;Lamorville;55;283;Lavignéville;58;1;59
55;276;Landrecourt-Lempire;55;287;Lempire-aux-Bois;53;1;54
55;012;Apremont-la-Forêt;55;294;Liouville;61;1;62
55;123;Les Hauts-de-Chée;55;305;Louppy-sur-Chée;126;2;128
55;179;Erneville-aux-Bois;55;308;Loxéville;41;0;41
55;215;Gondrecourt-le-Château;55;309;Luméville-en-Ornois;57;1;58
55;114;Chonville-Malaumont;55;314;Malaumont;35;0;35
55;123;Les Hauts-de-Chée;55;318;Les Marats;109;2;111
55;012;Apremont-la-Forêt;55;319;Marbotte;62;2;64
55;254;Les Trois-Domaines;55;342;Mondrecourt;24;0;24
55;358;Chanteraine;55;390;Oëy;61;2;63
55;500;Spincourt;55;392;Ollières;13;0;13
55;191;Foameix-Ornel;55;393;Ornel;13;2;15
55;117;Clermont-en-Argonne;55;402;Parois;76;3;79
55;497;Les Souhesmes-Rampont;55;413;Rampont;91;2;93
55;500;Spincourt;55;418;Réchicourt;60;2;62
55;254;Les Trois-Domaines;55;432;Rignaucourt;25;0;25
55;148;Delouze-Rosières;55;441;Rosières-en-Blois;44;1;45
55;012;Apremont-la-Forêt;55;451;Saint-Agnant-sous-les-Côtes;97;0;97
55;551;Vigneulles-lès-Hattonchâtel;55;455;Saint-Benoît-en-Woëvre;38;0;38
55;530;Valbois;55;478;Savonnières-en-Woëvre;13;0;13
55;517;Seuil-d'Argonne;55;480;Senard;62;1;63
55;530;Valbois;55;483;Senonville;45;0;45
55;040;Beausite;55;486;Seraucourt;12;0;12
55;423;Rembercourt-Sommaisne;55;491;Sommaisne;22;0;22
55;274;Lamorville;55;499;Spada;93;2;95
55;215;Gondrecourt-le-Château;55;513;Tourailles-sous-Bois;21;1;22
55;537;Douaumont-Vaux;55;537;Vaux-devant-Damloup;75;0;75
55;472;Saulvaux;55;538;Vaux-la-Grande;21;1;22
55;472;Saulvaux;55;539;Vaux-la-Petite;20;1;21
55;186;Fains-Véel;55;542;Véel;353;11;364
55;184;Euville;55;548;Vertuzey;227;4;231
55;551;Vigneulles-lès-Hattonchâtel;55;550;Viéville-sous-les-Côtes;215;7;222
55;184;Euville;55;558;Ville-Issey;302;5;307
55;093;Buxières-sous-les-Côtes;55;585;Woinville;79;3;82
56;197;Val d'Oust;56;037;La Chapelle-Caro;1455;51;1506
56;061;La Gacilly;56;038;La Chapelle-Gaceline;781;17;798
56;213;Saint-Gérand-Croixanvec;56;049;Croixanvec;177;4;181
56;102;Forges de Lanouée;56;059;Les Forges;423;6;429
56;061;La Gacilly;56;061;La Gacilly;2294;56;2350
56;061;La Gacilly;56;064;Glénac;899;32;931
56;102;Forges de Lanouée;56;102;Lanouée;1725;45;1770
56;144;Évellys;56;142;Moustoir-Remungol;726;14;740
56;144;Évellys;56;144;Naizin;1770;50;1820
56;251;Theix-Noyalo;56;150;Noyalo;928;20;948
56;033;Carentoir;56;183;Quelneuc;509;9;518
56;197;Val d'Oust;56;187;Quily;362;6;368
56;144;Évellys;56;192;Remungol;950;15;965
56;197;Val d'Oust;56;197;Le Roc-Saint-André;965;21;986
56;213;Saint-Gérand-Croixanvec;56;213;Saint-Gérand;1139;28;1167
57;021;Ancy-Dornot;57;021;Ancy-sur-Moselle;1343;26;1369
57;086;Belles-Forêts;57;023;Angviller-lès-Bisping;86;1;87
57;209;Faulquemont;57;135;Chémery;107;3;110
57;148;Colligny-Maizery;57;148;Colligny;390;7;397
57;132;Château-Salins;57;157;Coutures;200;4;204
57;021;Ancy-Dornot;57;184;Dornot;166;3;169
57;252;Gomelange;57;279;Guirlange;29;0;29
57;097;Boulay-Moselle;57;285;Halling-lès-Boulay;128;1;129
57;155;Courcelles-Chaussy;57;378;Landonvillers;387;5;392
57;150;Condé-Northen;57;420;Loutremange;22;0;22
57;148;Colligny-Maizery;57;432;Maizery;178;4;182
57;439;Manderen-Ritzing;57;439;Manderen;405;9;414
57;482;Ogy-Montoy-Flanville;57;482;Montoy-Flanville;1299;18;1317
57;482;Ogy-Montoy-Flanville;57;523;Ogy;478;11;489
57;578;Rezonville-Vionville;57;578;Rezonville;304;6;310
57;439;Manderen-Ritzing;57;585;Ritzing;197;4;201
57;578;Rezonville-Vionville;57;722;Vionville;190;1;191
58;204;Vaux d'Amognes;58;022;Balleray;200;3;203
58;026;Beaulieu;58;026;Beaulieu;24;1;25
58;086;Cosne-Cours-sur-Loire;58;091;Cours;1657;43;1700
58;026;Beaulieu;58;100;Dompierre-sur-Héry;71;4;75
58;026;Beaulieu;58;167;Michaugues;46;4;50
58;204;Vaux d'Amognes;58;204;Ourouër;338;4;342
59;588;Téteghem-Coudekerque-Village;59;154;Coudekerque-Village;1376;35;1411
59;183;Dunkerque;59;248;Fort-Mardyck;3453;50;3503
59;260;Ghyvelde;59;260;Ghyvelde;3139;48;3187
59;350;Lille;59;298;Hellemmes-Lille;18586;147;18733
59;350;Lille;59;355;Lomme;28012;222;28234
59;183;Dunkerque;59;380;Mardyck;276;4;280
59;260;Ghyvelde;59;404;Les Moëres;972;11;983
59;183;Dunkerque;59;540;Saint-Pol-sur-Mer;20271;295;20566
59;631;Walincourt-Selvigny;59;561;Selvigny;399;6;405
59;588;Téteghem-Coudekerque-Village;59;588;Téteghem;6882;181;7063
60;088;Bornel;60;018;Anserville;463;15;478
60;256;Montchevreuil;60;038;Bachivillers;567;10;577
60;054;Les Hauts-Talican;60;054;Beaumont-les-Nonains;334;7;341
60;209;La Corne-en-Vexin;60;080;Boissy-le-Bois;190;5;195
60;245;Formerie;60;096;Boutavent;95;1;96
60;196;La Drenne;60;196;Le Déluge;584;5;589
60;209;La Corne-en-Vexin;60;209;Énencourt-le-Sec;188;3;191
60;245;Formerie;60;245;Formerie;2014;23;2037
60;088;Bornel;60;246;Fosseuse;786;8;794
60;256;Montchevreuil;60;256;Fresneaux-Montchevreuil;757;11;768
60;209;La Corne-en-Vexin;60;300;Hardivillers-en-Vexin;166;2;168
60;570;Saint-Crépin-Ibouvillers;60;417;Montherlant;160;0;160
60;196;La Drenne;60;453;La Neuville-d'Aumont;335;9;344
60;054;Les Hauts-Talican;60;455;La Neuville-Garnier;252;5;257
60;196;La Drenne;60;532;Ressons-l'Abbaye;128;2;130
60;570;Saint-Crépin-Ibouvillers;60;570;Saint-Crépin-Ibouvillers;1418;23;1441
60;054;Les Hauts-Talican;60;694;Villotran;287;7;294
61;167;La Ferté-en-Ouche;61;003;Anceins;198;3;201
61;168;La Ferté Macé;61;004;Antoigny;123;0;123
61;007;Athis-Val de Rouvre;61;007;Athis-de-l'Orne;2520;59;2579
61;474;Gouffern en Auge;61;009;Aubry-en-Exmes;321;10;331
61;491;Tourouvre au Perche;61;016;Autheuil;131;2;133
61;474;Gouffern en Auge;61;019;Avernes-sous-Exmes;82;1;83
61;211;Juvigny Val d'Andaine;61;025;La Baroche-sous-Lucé;383;9;392
61;153;Écouché-les-Vallées;61;027;Batilly;136;6;142
61;486;Tinchebray-Bocage;61;031;Beauchêne;248;3;251
61;211;Juvigny Val d'Andaine;61;033;Beaulandais;163;3;166
61;491;Tourouvre au Perche;61;045;Bivilliers;61;1;62
61;167;La Ferté-en-Ouche;61;047;Bocquencé;143;3;146
61;474;Gouffern en Auge;61;057;Le Bourg-Saint-Léonard;394;8;402
61;007;Athis-Val de Rouvre;61;058;Bréel;124;0;124
61;491;Tourouvre au Perche;61;059;Bresolettes;23;1;24
61;491;Tourouvre au Perche;61;065;Bubertré;131;7;138
61;007;Athis-Val de Rouvre;61;073;La Carneille;584;9;593
61;081;Chailloué;61;081;Chailloué;622;14;636
61;474;Gouffern en Auge;61;083;Chambois;384;7;391
61;491;Tourouvre au Perche;61;090;Champs;79;3;82
61;096;Rives d'Andaine;61;096;La Chapelle-d'Andaine;1454;25;1479
61;339;Putanges-le-Lac;61;106;Chênedouit;170;1;171
61;292;Montsecret-Clairefougère;61;109;Clairefougère;123;0;123
61;474;Gouffern en Auge;61;110;La Cochère;149;3;152
61;309;Perche en Nocé;61;112;Colonard-Corubert;241;6;247
61;116;Sablons sur Huisne;61;115;Condeau;360;10;370
61;116;Sablons sur Huisne;61;116;Condé-sur-Huisne;1250;18;1268
61;116;Sablons sur Huisne;61;125;Coulonges-les-Sablons;395;13;408
61;153;Écouché-les-Vallées;61;127;La Courbe;63;4;67
61;474;Gouffern en Auge;61;131;Courménil;120;2;122
61;096;Rives d'Andaine;61;135;Couterne;1011;18;1029
61;167;La Ferté-en-Ouche;61;136;Couvains;194;4;198
61;309;Perche en Nocé;61;144;Dancé;346;11;357
61;145;Domfront en Poiraie;61;145;Domfront;3449;100;3549
61;153;Écouché-les-Vallées;61;153;Écouché;1356;28;1384
61;196;Belforêt-en-Perche;61;154;Eperrais;107;4;111
61;324;Passais Villages;61;155;L'Épinay-le-Comte;165;1;166
61;474;Gouffern en Auge;61;157;Exmes;271;6;277
61;474;Gouffern en Auge;61;161;Fel;273;3;276
61;167;La Ferté-en-Ouche;61;167;La Ferté-Frênel;597;11;608
61;228;L'Orée-d'Écouves;61;172;Fontenai-les-Louvets;275;6;281
61;153;Écouché-les-Vallées;61;173;Fontenai-sur-Orne;242;6;248
61;339;Putanges-le-Lac;61;174;La Forêt-Auvray;169;4;173
61;486;Tinchebray-Bocage;61;177;Frênes;819;23;842
61;339;Putanges-le-Lac;61;179;La Fresnaye-au-Sauvage;228;4;232
61;167;La Ferté-en-Ouche;61;184;Gauville;548;17;565
61;484;Val-au-Perche;61;185;Gémages;114;0;114
61;096;Rives d'Andaine;61;186;Geneslay;271;8;279
61;167;La Ferté-en-Ouche;61;191;Glos-la-Ferrière;498;8;506
61;194;Monts-sur-Orne;61;194;Goulet;381;6;387
61;196;Belforêt-en-Perche;61;196;Le Gué-de-la-Chaîne;689;19;708
61;096;Rives d'Andaine;61;200;Haleine;246;41;287
61;145;Domfront en Poiraie;61;201;La Haute-Chapelle;544;14;558
61;484;Val-au-Perche;61;204;L'Hermitière;202;10;212
61;167;La Ferté-en-Ouche;61;205;Heugon;199;3;202
61;211;Juvigny Val d'Andaine;61;211;Juvigny-sous-Andaine;942;26;968
61;230;Longny les Villages;61;220;La Lande-sur-Eure;184;4;188
61;486;Tinchebray-Bocage;61;223;Larchamp;302;2;304
61;491;Tourouvre au Perche;61;226;Lignerolles;159;7;166
61;228;L'Orée-d'Écouves;61;228;Livaie;214;5;219
61;230;Longny les Villages;61;230;Longny-au-Perche;1292;23;1315
61;228;L'Orée-d'Écouves;61;231;Longuenoë;125;2;127
61;211;Juvigny Val d'Andaine;61;235;Loré;172;4;176
61;153;Écouché-les-Vallées;61;236;Loucé;110;1;111
61;211;Juvigny Val d'Andaine;61;239;Lucé;75;3;78
61;484;Val-au-Perche;61;246;Mâle;666;18;684
61;230;Longny les Villages;61;247;Malétable;102;1;103
61;375;Boischampré;61;249;Marcei;207;14;221
61;230;Longny les Villages;61;250;Marchainville;216;4;220
61;081;Chailloué;61;253;Marmouillé;127;7;134
61;339;Putanges-le-Lac;61;270;Ménil-Jean;117;2;119
61;230;Longny les Villages;61;280;Monceaux-au-Perche;82;0;82
61;167;La Ferté-en-Ouche;61;282;Monnai;253;3;256
61;194;Monts-sur-Orne;61;285;Montgaroult;365;7;372
61;292;Montsecret-Clairefougère;61;292;Montsecret;527;9;536
61;294;Mortrée;61;294;Mortrée;1012;20;1032
61;230;Longny les Villages;61;296;Moulicent;246;3;249
61;429;Charencey;61;299;Moussonvilliers;216;7;223
61;230;Longny les Villages;61;305;Neuilly-sur-Eure;638;11;649
61;081;Chailloué;61;306;Neuville-près-Sées;145;3;148
61;309;Perche en Nocé;61;309;Nocé;726;17;743
61;429;Charencey;61;311;Normandel;90;1;91
61;007;Athis-Val de Rouvre;61;313;Notre-Dame-du-Rocher;53;0;53
61;474;Gouffern en Auge;61;315;Omméel;113;3;116
61;196;Belforêt-en-Perche;61;318;Origny-le-Butin;89;4;93
61;460;Sap-en-Auge;61;320;Orville;105;0;105
61;324;Passais Villages;61;324;Passais;772;8;780
61;196;Belforêt-en-Perche;61;325;La Perrière;216;10;226
61;491;Tourouvre au Perche;61;335;La Poterie-au-Perche;133;1;134
61;309;Perche en Nocé;61;337;Préaux-du-Perche;483;25;508
61;491;Tourouvre au Perche;61;338;Prépotin;119;2;121
61;339;Putanges-le-Lac;61;339;Putanges-Pont-Écrepin;990;16;1006
61;339;Putanges-le-Lac;61;340;Rabodanges;177;2;179
61;491;Tourouvre au Perche;61;343;Randonnai;719;6;725
61;007;Athis-Val de Rouvre;61;353;Ronfeugerai;334;8;342
61;339;Putanges-le-Lac;61;354;Les Rotours;115;1;116
61;145;Domfront en Poiraie;61;355;Rouellé;187;3;190
61;484;Val-au-Perche;61;356;La Rouge;642;8;650
61;484;Val-au-Perche;61;359;Saint-Agnan-sur-Erre;166;5;171
61;339;Putanges-le-Lac;61;364;Saint-Aubert-sur-Orne;98;2;100
61;309;Perche en Nocé;61;368;Saint-Aubin-des-Grois;57;0;57
61;375;Boischampré;61;375;Saint-Christophe-le-Jajolet;239;2;241
61;486;Tinchebray-Bocage;61;377;Saint-Cornier-des-Landes;601;15;616
61;339;Putanges-le-Lac;61;378;Sainte-Croix-sur-Orne;76;0;76
61;211;Juvigny Val d'Andaine;61;380;Saint-Denis-de-Villenette;140;1;141
61;228;L'Orée-d'Écouves;61;383;Saint-Didier-sous-Écouves;159;3;162
61;294;Mortrée;61;403;Saint-Hilaire-la-Gérard;132;3;135
61;309;Perche en Nocé;61;409;Saint-Jean-de-la-Forêt;157;4;161
61;486;Tinchebray-Bocage;61;410;Saint-Jean-des-Bois;182;0;182
61;375;Boischampré;61;417;Saint-Loyer-des-Champs;369;14;383
61;463;Les Monts d'Andaine;61;428;Saint-Maurice-du-Désert;747;17;764
61;429;Charencey;61;429;Saint-Maurice-lès-Charencey;467;7;474
61;483;Bagnoles de l'Orne Normandie;61;431;Saint-Michel-des-Andaines;321;7;328
61;167;La Ferté-en-Ouche;61;434;Saint-Nicolas-des-Laitiers;78;0;78
61;196;Belforêt-en-Perche;61;437;Saint-Ouen-de-la-Cour;55;2;57
61;153;Écouché-les-Vallées;61;441;Saint-Ouen-sur-Maire;92;0;92
61;474;Gouffern en Auge;61;449;Saint-Pierre-la-Rivière;154;5;159
61;324;Passais Villages;61;455;Saint-Siméon;226;7;233
61;230;Longny les Villages;61;458;Saint-Victor-de-Réno;170;2;172
61;460;Sap-en-Auge;61;460;Le Sap;855;10;865
61;463;Les Monts d'Andaine;61;463;La Sauvagère;990;15;1005
61;007;Athis-Val de Rouvre;61;465;Ségrie-Fontaine;402;6;408
61;194;Monts-sur-Orne;61;468;Sentilly;127;1;128
61;211;Juvigny Val d'Andaine;61;469;Sept-Forges;249;7;256
61;153;Écouché-les-Vallées;61;470;Serans;201;6;207
61;196;Belforêt-en-Perche;61;471;Sérigny;352;12;364
61;474;Gouffern en Auge;61;474;Silly-en-Gouffern;397;13;410
61;474;Gouffern en Auge;61;477;Survie;162;1;163
61;007;Athis-Val de Rouvre;61;478;Taillebois;148;0;148
61;483;Bagnoles de l'Orne Normandie;61;483;Bagnoles-de-l'Orne;2399;40;2439
61;484;Val-au-Perche;61;484;Le Theil;1620;31;1651
61;486;Tinchebray-Bocage;61;486;Tinchebray;2589;37;2626
61;007;Athis-Val de Rouvre;61;489;Les Tourailles;59;1;60
61;491;Tourouvre au Perche;61;491;Tourouvre;1514;18;1532
61;474;Gouffern en Auge;61;496;Urou-et-Crennes;742;18;760
61;474;Gouffern en Auge;61;504;Villebadin;125;1;126
61;167;La Ferté-en-Ouche;61;506;Villers-en-Ouche;321;11;332
61;375;Boischampré;61;511;Vrigny;374;7;381
61;486;Tinchebray-Bocage;61;513;Yvrandes;155;6;161
62;473;Isbergues;62;110;Berguette;1810;17;1827
62;295;Enquin-lez-Guinegatte;62;294;Enguinegatte;452;7;459
62;295;Enquin-lez-Guinegatte;62;295;Enquin-les-Mines;1161;19;1180
62;471;Bellinghem;62;431;Herbelles;546;16;562
62;471;Bellinghem;62;471;Inghem;538;5;543
62;178;Bruay-la-Buissière;62;482;Labuissière;3620;58;3678
62;473;Isbergues;62;575;Molinghem;2762;27;2789
63;160;Aulhat-Flat;63;018;Aulhat-Saint-Privat;485;12;497
63;244;Chambaron sur Morge;63;068;Cellule;1263;17;1280
63;448;Le Vernet-Chaméane;63;078;Chaméane;165;5;170
63;226;Mur-sur-Allier;63;133;Dallet;1241;25;1266
63;160;Aulhat-Flat;63;160;Flat;445;21;466
63;226;Mur-sur-Allier;63;226;Mezel;2072;38;2110
63;244;Chambaron sur Morge;63;244;La Moutade;542;10;552
63;038;Besse-et-Saint-Anastaise;63;316;Saint-Anastaise;65;1;66
63;448;Le Vernet-Chaméane;63;448;Vernet-la-Varenne;627;80;707
64;225;Ance Féas;64;020;Ance;228;7;235
64;396;Mont;64;030;Arance;128;3;131
64;064;Asasp-Arros;64;055;Arros-d'Oloron;80;0;80
64;010;Aïcirits-Camou-Suhast;64;163;Camou-Mixe-Suhast;217;10;227
64;148;Bruges-Capbis-Mifaget;64;164;Capbis;63;5;68
64;168;Carresse-Cassaber;64;169;Cassaber;132;3;135
64;225;Ance Féas;64;225;Féas;387;7;394
64;396;Mont;64;248;Gouze;424;4;428
64;049;Aroue-Ithorots-Olhaïby;64;278;Ithorots-Olhaïby;43;2;45
64;396;Mont;64;333;Lendresse;80;1;81
64;148;Bruges-Capbis-Mifaget;64;384;Mifaget;120;4;124
64;440;Ozenx-Montestrucq;64;402;Montestrucq;201;6;207
64;430;Orthez;64;497;Sainte-Suzanne;1056;65;1121
64;113;Bergouey-Viellenave;64;553;Viellenave-sur-Bidouze;33;1;34
65;141;Cazaux-Fréchet-Anéran-Camors;65;008;Anéran-Camors;32;1;33
65;282;Loudenvielle;65;027;Armenteule;61;0;61
65;092;Beyrède-Jumet-Camous;65;092;Beyrède-Jumet;201;2;203
65;092;Beyrède-Jumet-Camous;65;122;Camous;25;0;25
65;192;Gavarnie-Gèdre;65;188;Gavarnie;114;2;116
65;192;Gavarnie-Gèdre;65;192;Gèdre;226;7;233
65;099;Bordères-Louron;65;227;Ilhan;9;1;10
65;054;Avezac-Prat-Lahitte;65;246;Lahitte;33;0;33
65;282;Loudenvielle;65;282;Loudenvielle;234;6;240
65;003;Adervielle-Pouchergues;65;365;Pouchergues;54;1;55
67;004;Sommerau;67;004;Allenwiller;540;13;553
67;544;Wissembourg;67;007;Altenstadt;1169;86;1255
67;418;Rountzenheim-Auenheim;67;014;Auenheim;885;14;899
67;452;Schnersheim;67;015;Avenheim;498;3;501
67;495;Truchtersheim;67;024;Behlenheim;617;16;633
67;004;Sommerau;67;041;Birkenwald;319;2;321
67;104;Drachenbronn-Birlenbach;67;042;Birlenbach;293;3;296
67;074;Cleebourg;67;064;Bremmelbach;144;1;145
67;176;Gundershoffen;67;114;Eberbach-Wœrth;179;2;181
67;153;Geiswiller-Zœbersdorf;67;153;Geiswiller;216;3;219
67;034;Berstett;67;157;Gimbrett;488;9;497
67;539;Wingersheim les Quatre Bans;67;158;Gingsheim;357;6;363
67;176;Gundershoffen;67;170;Griesbach;477;9;486
67;061;Bouxwiller;67;171;Griesbach-le-Bastberg;247;5;252
67;206;Hoffen;67;193;Hermerswiller;278;6;284
67;539;Wingersheim les Quatre Bans;67;207;Hohatzenheim;241;7;248
67;474;Soultz-sous-Forêts;67;211;Hohwiller;394;7;401
67;061;Bouxwiller;67;219;Imbsheim;533;11;544
67;442;Scharrachbergheim-Irmstett;67;224;Irmstett;324;3;327
67;452;Schnersheim;67;243;Kleinfrankenheim;470;9;479
67;339;Betschdorf;67;251;Kuhlendorf;101;1;102
67;206;Hoffen;67;262;Leiterswiller;391;6;397
67;263;Lembach;67;284;Mattstall;147;3;150
67;160;Gœrsdorf;67;294;Mitschdorf;198;4;202
67;539;Wingersheim les Quatre Bans;67;297;Mittelhausen;602;6;608
67;388;Reichshoffen;67;316;Nehwiller-près-Wœrth;393;5;398
67;351;Seebach;67;332;Niederseebach;148;3;151
67;372;Val-de-Moder;67;372;Pfaffenhoffen;2655;32;2687
67;495;Truchtersheim;67;374;Pfettisheim;943;9;952
67;435;Sarrewerden;67;376;Bischtroff-sur-Sarre;329;9;338
67;339;Betschdorf;67;390;Reimerswiller;206;2;208
67;034;Berstett;67;393;Reitwiller;595;8;603
67;061;Bouxwiller;67;399;Riedheim;175;1;176
67;372;Val-de-Moder;67;402;Ringeldorf;133;1;134
67;418;Rountzenheim-Auenheim;67;418;Rountzenheim;1068;17;1085
67;034;Berstett;67;419;Rumersheim;439;6;445
67;004;Sommerau;67;431;Salenthal;216;4;220
67;202;Hochfelden;67;439;Schaffhouse-sur-Zorn;389;7;396
67;339;Betschdorf;67;457;Schwabwiller;522;5;527
67;004;Sommerau;67;469;Singrist;455;9;464
67;495;Truchtersheim;67;495;Truchtersheim;2826;76;2902
67;372;Val-de-Moder;67;496;Uberach;1195;13;1208
67;372;Val-de-Moder;67;512;La Walck;1029;17;1046
67;530;Wickersheim-Wilshausen;67;533;Wilshausen;104;1;105
67;539;Wingersheim les Quatre Bans;67;539;Wingersheim;1139;20;1159
67;532;Willgottheim;67;549;Wœllenheim;191;3;194
67;153;Geiswiller-Zœbersdorf;67;560;Zœbersdorf;176;0;176
67;435;Sarrewerden;67;561;Zollingen;91;2;93
67;347;Obermodern-Zutzendorf;67;562;Zutzendorf;569;12;581
68;006;Bernwiller;68;006;Ammertzwiller;486;11;497
68;012;Aspach-Michelbach;68;012;Aspach-le-Haut;1442;35;1477
68;006;Bernwiller;68;031;Bernwiller;722;18;740
68;056;Brunstatt-Didenheim;68;056;Brunstatt;6371;107;6478
68;056;Brunstatt-Didenheim;68;070;Didenheim;1797;22;1819
68;240;Illtal;68;108;Grentzingen;529;11;540
68;240;Illtal;68;133;Henflingen;191;0;191
68;143;Porte du Ried;68;143;Holtzwihr;1452;51;1503
68;162;Kaysersberg Vignoble;68;162;Kaysersberg;2440;53;2493
68;162;Kaysersberg Vignoble;68;164;Kientzheim;725;12;737
68;201;Masevaux-Niederbruck;68;201;Masevaux;3276;69;3345
68;012;Aspach-Michelbach;68;206;Michelbach;325;9;334
68;219;Le Haut Soultzbach;68;219;Mortzwiller;345;13;358
68;201;Masevaux-Niederbruck;68;233;Niederbruck;406;8;414
68;240;Illtal;68;240;Oberdorf;549;7;556
68;143;Porte du Ried;68;272;Riedwihr;391;9;400
68;162;Kaysersberg Vignoble;68;310;Sigolsheim;1247;28;1275
68;219;Le Haut Soultzbach;68;314;Soppe-le-Haut;533;11;544
68;320;Spechbach;68;319;Spechbach-le-Bas;722;27;749
68;320;Spechbach;68;320;Spechbach-le-Haut;676;20;696
69;135;Deux-Grosnes;69;015;Avenas;125;7;132
69;019;Belleville-en-Beaujolais;69;019;Belleville;8373;176;8549
69;024;Val d'Oingt;69;024;Le Bois-d'Oingt;2600;60;2660
69;248;Thizy-les-Bourgs;69;025;Bourg-de-Thizy;2422;37;2459
69;248;Thizy-les-Bourgs;69;041;La Chapelle-de-Mardore;236;4;240
69;179;Beauvallon;69;048;Chassagny;1286;34;1320
69;066;Cours;69;066;Cours-la-Ville;3607;79;3686
69;157;Vindry-sur-Turdine;69;073;Dareizé;559;15;574
69;159;Porte des Pierres Dorées;69;101;Jarnioux;725;13;738
69;159;Porte des Pierres Dorées;69;114;Liergues;2206;57;2263
69;248;Thizy-les-Bourgs;69;128;Mardore;479;9;488
69;248;Thizy-les-Bourgs;69;129;Marnand;604;13;617
69;135;Deux-Grosnes;69;135;Monsols;916;17;933
69;208;Saint-Germain-Nuelles;69;144;Nuelles;688;21;709
69;024;Val d'Oingt;69;146;Oingt;677;19;696
69;157;Vindry-sur-Turdine;69;147;Les Olmes;862;16;878
69;135;Deux-Grosnes;69;150;Ouroux;335;21;356
69;157;Vindry-sur-Turdine;69;157;Pontcharra-sur-Turdine;2728;63;2791
69;066;Cours;69;158;Pont-Trambouze;423;8;431
69;159;Porte des Pierres Dorées;69;159;Pouilly-le-Monial;1020;23;1043
69;179;Beauvallon;69;179;Saint-Andéol-le-Château;1922;25;1947
69;135;Deux-Grosnes;69;185;Saint-Christophe;228;1;229
69;228;Chabanière;69;195;Saint-Didier-sous-Riverie;1262;21;1283
69;208;Saint-Germain-Nuelles;69;208;Saint-Germain-sur-l'Arbresle;1559;41;1600
69;135;Deux-Grosnes;69;210;Saint-Jacques-des-Arrêts;119;3;122
69;019;Belleville-en-Beaujolais;69;211;Saint-Jean-d'Ardières;4963;104;5067
69;179;Beauvallon;69;213;Saint-Jean-de-Touslas;866;17;883
69;024;Val d'Oingt;69;222;Saint-Laurent-d'Oingt;880;22;902
69;157;Vindry-sur-Turdine;69;223;Saint-Loup;1131;30;1161
69;135;Deux-Grosnes;69;224;Saint-Mamert;73;3;76
69;228;Chabanière;69;228;Saint-Maurice-sur-Dargoire;2396;30;2426
69;228;Chabanière;69;237;Saint-Sorlin;565;20;585
69;066;Cours;69;247;Thel;336;4;340
69;248;Thizy-les-Bourgs;69;248;Thizy;2203;54;2257
69;135;Deux-Grosnes;69;251;Trades;118;1;119
70;059;Beaumotte-Aubertans;70;033;Aubertans;120;4;124
70;101;Broye-Aubigney-Montseugny;70;034;Aubigney;102;0;102
70;373;La Roche-Morey;70;068;Betoncourt-les-Ménétriers;50;1;51
70;285;Héricourt;70;108;Bussurel;774;20;794
70;122;Champlitte;70;123;Champlitte-la-Ville;68;2;70
70;492;Soing-Cubry-Charentenay;70;131;Charentenay;108;1;109
70;477;Saulnot;70;173;Corcelles;71;1;72
70;492;Soing-Cubry-Charentenay;70;191;Cubry-lès-Soing;90;2;92
70;031;Athesans-Étroitefontaine;70;223;Étroitefontaine;26;2;28
70;447;Rioz;70;241;Les Fontenis;101;4;105
70;245;Fougerolles-Saint-Valbert;70;245;Fougerolles;3534;127;3661
70;247;Fouvent-Saint-Andoche;70;246;Fouvent-le-Bas;91;1;92
70;418;La Romaine;70;281;Greucourt;78;0;78
70;122;Champlitte;70;300;Leffond;123;1;124
70;122;Champlitte;70;333;Margilley;107;1;108
70;489;Servance-Miellin;70;345;Miellin;63;1;64
70;487;Senargent-Mignafans;70;346;Mignafans;62;0;62
70;122;Champlitte;70;354;Montarlot-lès-Champlitte;87;3;90
70;101;Broye-Aubigney-Montseugny;70;370;Montseugny;101;1;102
70;122;Champlitte;70;382;Neuvelle-lès-Champlitte;109;1;110
70;292;Jussey;70;391;Noroy-lès-Jussey;51;0;51
70;418;La Romaine;70;418;Le Pont-de-Planches;246;4;250
70;058;Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur;70;434;Quitteur;104;3;107
70;247;Fouvent-Saint-Andoche;70;458;Saint-Andoche;46;1;47
70;373;La Roche-Morey;70;465;Saint-Julien;133;1;134
70;245;Fougerolles-Saint-Valbert;70;475;Saint-Valbert;250;4;254
70;489;Servance-Miellin;70;489;Servance;710;7;717
70;285;Héricourt;70;497;Tavey;510;13;523
70;418;La Romaine;70;551;Vezet;195;1;196
